#Name  kT        Joules        kJ/mol    
GLY    0.795     3.293E-21     1.988     
ALA    1.388     5.748E-21     3.470     
ARG    1.569     6.497E-21     3.921     
ASN    1.651     6.838E-21     4.127     
ASP    0.890     3.688E-21     2.226     
CYS    1.633     6.763E-21     4.082     
GLN    1.587     6.573E-21     3.967     
GLU    1.541     6.382E-21     3.852     
HID    1.416     5.866E-21     3.540     
HIE    1.416     5.866E-21     3.540     
HIP    1.416     5.866E-21     3.540     
HIS    1.416     5.866E-21     3.540     
ILE    1.267     5.246E-21     3.167     
LEU    1.257     5.206E-21     3.142     
LYS    1.416     5.866E-21     3.540     
MET    1.513     6.267E-21     3.783     
PHE    1.624     6.725E-21     4.059     
PRO    1.356     5.617E-21     3.390     
SER    1.605     6.649E-21     4.013     
THR    1.426     5.905E-21     3.564     
TRP    1.839     7.617E-21     4.598     
TYR    1.504     6.228E-21     3.759     
VAL    1.276     5.286E-21     3.191     
CYM    1.633     6.763E-21     4.082     
PAS    0.890     3.688E-21     2.226     
PGL    1.541     6.382E-21     3.852     
BGL    0.978     4.050E-21     2.445     
MAN    1.283     5.313E-21     3.207     
FUC    1.347     5.578E-21     3.366     
NGL    1.292     5.353E-21     3.231     
NGA    1.183     4.898E-21     2.956     
NC4    0.650     2.692E-21     1.625     
MAS    0.548     2.272E-21     1.371     
DMP    0.740     3.065E-21     1.850     
MMM    0.877     3.632E-21     2.192     
BTE    0.944     3.911E-21     2.361     
CHO    0.650     2.692E-21     1.625     
CHL    1.127     4.668E-21     2.817     
