#Name  kT        Joules        kJ/mol    
ALA    0.000     0.000E-20     0.000     
ARG    0.000     0.000E-20     0.000     
ASN    0.000     0.000E-20     0.000     
ASP    0.000     0.000E-20     0.000     
CYS    0.000     0.000E-20     0.000     
GLN    0.000     0.000E-20     0.000     
GLU    0.000     0.000E-20     0.000     
GLY    0.000     0.000E-20     0.000     
HIS    0.000     0.000E-20     0.000     
ILE    0.000     0.000E-20     0.000     
LEU    0.000     0.000E-20     0.000     
LYS    0.000     0.000E-20     0.000     
MET    0.000     0.000E-20     0.000     
PHE    0.000     0.000E-20     0.000     
PRO    0.000     0.000E-20     0.000     
SER    0.000     0.000E-20     0.000     
THR    0.000     0.000E-20     0.000     
TRP    0.000     0.000E-20     0.000    
TYR    0.000     0.000E-20     0.000     
VAL    0.000     0.000E-20     0.000     
CHL    0.000     0.000E-20     0.000     
PHO    0.000     0.000E-20     0.000     
EST    0.000     0.000E-20     0.000     
CYM    0.000     0.000E-20     0.000     
DGL    0.000     0.000E-20     0.000     
ETA    0.000     0.000E-20     0.000     
HID    0.000     0.000E-20     0.000     
HIE    0.000     0.000E-20     0.000     
HIP    0.000     0.000E-20     0.000     
GAN    0.000     0.000E-20     0.000
